content,date,like,place,tags
⁣전기차⁣ 충전하며⁣ 즐기는⁣🎉제주원도심⁣ 내몸냥⁣ 도보에코투어🎉⁣ ⁣⁣⁣ ⁣⁣제주⁣ 원도심을⁣ 거닐어보신적이⁣ 있으신가요?⁣원도심은⁣ 제주항과⁣ 인접하여⁣ 예로부터⁣ 유동인구가⁣ 많고⁣제주⁣ 지역경제의⁣ 중심이였던⁣ 곳입니다.⁣⁣지금은⁣ 제주⁣ 곳곳에⁣ 다양한⁣ 관광명소가⁣ 있지만⁣#관덕정⁣ 과⁣ #칠성로⁣ 그리고⁣ #동문로타리⁣ 를⁣ 잇는⁣ 원도심은⁣ 그야말로⁣‘가장⁣ 제주스러운’곳이라⁣ 할⁣ 수⁣ 있죠!⁣⁣원도심은⁣ 낮과⁣ 밤이⁣ 또⁣ 다른⁣ 매력이⁣있는⁣ 곳이예요~⁣⁣먼저⁣ 추천해드리는⁣ 주간코스를⁣ 살펴보겠습니다.⁣ ⁣다양한⁣ 주제의⁣ 예술⁣ 작품들을⁣ 무료로⁣ 감상하실⁣ 수⁣ 있는⁣ ⁣코스라서⁣ 더욱⁣ 더⁣ 추천하는⁣ 코스입니다.⁣ ⁣#하나은행제주금융센터⁣ 나⁣ #휘슬락호텔⁣ 등에서⁣ ⁣전기차를⁣ 충전하고⁣ 방문하기⁣ 좋은⁣ 코스입니다.⁣⁣이⁣ 모든⁣ 곳들을⁣ 다⁣ 방문하시면⁣ 좋겠지만⁣ 혹시나⁣ 시간이⁣ 부족하다면⁣한⁣ 곳이나⁣ 두⁣ 곳⁣ 정도만⁣ 방문하시는⁣ 것을⁣ 추천⁣ 드립니다.⁣⁣⁣ ⁣#제주원도심⁣ #내몸냥⁣ #도보에코투어⁣ ⁣#제주원도심도보에코투어⁣ #제주여행⁣ #제주원도심여행⁣⁣⁣ ⁣⁣총괄⁣ 기획:⁣ #조이이브이⁣컨텐츠:⁣ #위니드제주⁣디자인:⁣ #사우스바운드디자인⁣협력:⁣ #제주도시재생지원센터⁣ ⁣⁣,2021-07-26,0,제주시 중앙로,"['#관덕정\u2063 과\u2063 ', '#칠성로\u2063 그리고\u2063 ', '#동문로타리\u2063 를\u2063 잇는\u2063 원도심은\u2063 그야말로\u2063‘가장\u2063 제주스러운’곳이라\u2063 할\u2063 수\u2063 있죠!\u2063\u2063원도심은\u2063 낮과\u2063 밤이\u2063 또\u2063 다른\u2063 매력이\u2063있는\u2063 곳이예요~\u2063\u2063먼저\u2063 추천해드리는\u2063 주간코스를\u2063 살펴보겠습니다.\u2063 \u2063다양한\u2063 주제의\u2063 예술\u2063 작품들을\u2063 무료로\u2063 감상하실\u2063 수\u2063 있는\u2063 \u2063코스라서\u2063 더욱\u2063 더\u2063 추천하는\u2063 코스입니다.\u2063 \u2063', '#하나은행제주금융센터\u2063 나\u2063 ', '#휘슬락호텔\u2063 등에서\u2063 \u2063전기차를\u2063 충전하고\u2063 방문하기\u2063 좋은\u2063 코스입니다.\u2063\u2063이\u2063 모든\u2063 곳들을\u2063 다\u2063 방문하시면\u2063 좋겠지만\u2063 혹시나\u2063 시간이\u2063 부족하다면\u2063한\u2063 곳이나\u2063 두\u2063 곳\u2063 정도만\u2063 방문하시는\u2063 것을\u2063 추천\u2063 드립니다.\u2063\u2063\u2063 \u2063', '#제주원도심\u2063 ', '#내몸냥\u2063 ', '#도보에코투어\u2063 \u2063', '#제주원도심도보에코투어\u2063 ', '#제주여행\u2063 ', '#제주원도심여행\u2063\u2063\u2063 \u2063\u2063총괄\u2063 기획:\u2063 ', '#조이이브이\u2063컨텐츠:\u2063 ', '#위니드제주\u2063디자인:\u2063 ', '#사우스바운드디자인\u2063협력:\u2063 ', '#제주도시재생지원센터\u2063 \u2063\u2063']"
⁣전기차⁣ 충전하며⁣ 즐기는⁣🎉제주원도심⁣ 내몸냥⁣ 도보에코투어🎉⁣ ⁣⁣⁣ ⁣⁣제주⁣ 원도심을⁣ 거닐어보신적이⁣ 있으신가요?⁣원도심은⁣ 제주항과⁣ 인접하여⁣ 예로부터⁣ 유동인구가⁣ 많고⁣제주⁣ 지역경제의⁣ 중심이였던⁣ 곳입니다.⁣⁣지금은⁣ 제주⁣ 곳곳에⁣ 다양한⁣ 관광명소가⁣ 있지만⁣#관덕정⁣ 과⁣ #칠성로⁣ 그리고⁣ #동문로타리⁣ 를⁣ 잇는⁣ 원도심은⁣ 그야말로⁣‘가장⁣ 제주스러운’곳이라⁣ 할⁣ 수⁣ 있죠!⁣⁣원도심은⁣ 낮과⁣ 밤이⁣ 또⁣ 다른⁣ 매력이⁣있는⁣ 곳이예요~⁣⁣먼저⁣ 추천해드리는⁣ 주간코스를⁣ 살펴보겠습니다.⁣ ⁣다양한⁣ 주제의⁣ 예술⁣ 작품들을⁣ 무료로⁣ 감상하실⁣ 수⁣ 있는⁣ ⁣코스라서⁣ 더욱⁣ 더⁣ 추천하는⁣ 코스입니다.⁣ ⁣#하나은행제주금융센터⁣ 나⁣ #휘슬락호텔⁣ 등에서⁣ ⁣전기차를⁣ 충전하고⁣ 방문하기⁣ 좋은⁣ 코스입니다.⁣⁣이⁣ 모든⁣ 곳들을⁣ 다⁣ 방문하시면⁣ 좋겠지만⁣ 혹시나⁣ 시간이⁣ 부족하다면⁣한⁣ 곳이나⁣ 두⁣ 곳⁣ 정도만⁣ 방문하시는⁣ 것을⁣ 추천⁣ 드립니다.⁣⁣⁣ ⁣#제주원도심⁣ #내몸냥⁣ #도보에코투어⁣ ⁣#제주원도심도보에코투어⁣ #제주여행⁣ #제주원도심여행⁣⁣⁣ ⁣⁣총괄⁣ 기획:⁣ #조이이브이⁣컨텐츠:⁣ #위니드제주⁣디자인:⁣ #사우스바운드디자인⁣협력:⁣ #제주도시재생지원센터⁣ ⁣⁣,2021-07-26,0,제주시 중앙로,"['#관덕정\u2063 과\u2063 ', '#칠성로\u2063 그리고\u2063 ', '#동문로타리\u2063 를\u2063 잇는\u2063 원도심은\u2063 그야말로\u2063‘가장\u2063 제주스러운’곳이라\u2063 할\u2063 수\u2063 있죠!\u2063\u2063원도심은\u2063 낮과\u2063 밤이\u2063 또\u2063 다른\u2063 매력이\u2063있는\u2063 곳이예요~\u2063\u2063먼저\u2063 추천해드리는\u2063 주간코스를\u2063 살펴보겠습니다.\u2063 \u2063다양한\u2063 주제의\u2063 예술\u2063 작품들을\u2063 무료로\u2063 감상하실\u2063 수\u2063 있는\u2063 \u2063코스라서\u2063 더욱\u2063 더\u2063 추천하는\u2063 코스입니다.\u2063 \u2063', '#하나은행제주금융센터\u2063 나\u2063 ', '#휘슬락호텔\u2063 등에서\u2063 \u2063전기차를\u2063 충전하고\u2063 방문하기\u2063 좋은\u2063 코스입니다.\u2063\u2063이\u2063 모든\u2063 곳들을\u2063 다\u2063 방문하시면\u2063 좋겠지만\u2063 혹시나\u2063 시간이\u2063 부족하다면\u2063한\u2063 곳이나\u2063 두\u2063 곳\u2063 정도만\u2063 방문하시는\u2063 것을\u2063 추천\u2063 드립니다.\u2063\u2063\u2063 \u2063', '#제주원도심\u2063 ', '#내몸냥\u2063 ', '#도보에코투어\u2063 \u2063', '#제주원도심도보에코투어\u2063 ', '#제주여행\u2063 ', '#제주원도심여행\u2063\u2063\u2063 \u2063\u2063총괄\u2063 기획:\u2063 ', '#조이이브이\u2063컨텐츠:\u2063 ', '#위니드제주\u2063디자인:\u2063 ', '#사우스바운드디자인\u2063협력:\u2063 ', '#제주도시재생지원센터\u2063 \u2063\u2063']"
"⁣전기차⁣ 충전하며⁣ 즐기는⁣🎉제주원도심⁣ 내몸냥⁣ 도보에코투어🎉⁣ ⁣⁣#주간코스⁣ #하나은행돌담갤러리⁣하나은행⁣ 돌담갤러리⁣ 주소⁣ :⁣ 제주시⁣ 중앙로58⁣운영시간⁣ :⁣ 09:00⁣ –18:00⁣⁣⁣#하나은행⁣ #돌담갤러리⁣ 는⁣ #하나은행제주금융센터⁣ 지하⁣ 1층에⁣ ⁣위치해⁣ 있습니다.⁣하나은행⁣ 제주금융센터의⁣ 겉모습만⁣ 보더라도⁣ 예술적인⁣ 디자인으로⁣ 되어있어⁣다른⁣ 은행들과는⁣ 확연히⁣ 다른⁣ 것을⁣ 볼⁣ 수⁣ 있습니다.⁣⁣⁣ ⁣하나은행⁣ 돌담갤러리는⁣ 전시⁣ 작품들이⁣ 주기적으로⁣ 바뀝니다.⁣정말⁣ 다양한⁣ 주제의⁣ 작품들을⁣ 무료로⁣ 감상하실⁣ 수가⁣ 있습니다.⁣보통⁣ 2주⁣ 정도에⁣ 한⁣ 번씩⁣ 전시되는⁣ 작품들이⁣ 바뀝니다.⁣민화,⁣ 페인팅,⁣ 조각,⁣ 회화,⁣ 사진⁣ 등⁣ 다양한⁣ 예술⁣ 작품을⁣ 구경할⁣ 수⁣ 있는⁣ 곳이랍니다.⁣예술⁣ 작품을⁣ 좋아하시는⁣ 분들은⁣ 혹시나⁣ 시간이⁣ 되신다면⁣꼭⁣ 한⁣ 번⁣ 들리셔서⁣ 시간을⁣ 보내시길⁣ 추천⁣ 드립니다.⁣⁣#제주원도심⁣ #내몸냥⁣ #도보에코투어⁣ #주간코스⁣ #하나은행돌담갤러리⁣#제주원도심도보에코투어⁣ #제주여행⁣ #제주원도심여행⁣⁣총괄⁣ 기획:⁣ #조이이브이⁣컨텐츠:⁣ #위니드제주⁣디자인:⁣ #사우스바운드디자인⁣협력:⁣ #제주도시재생지원센터⁣ ⁣⁣⁣",2021-07-26,0,제주시 중앙로,"['#주간코스\u2063 ', '#하나은행돌담갤러리\u2063하나은행\u2063 돌담갤러리\u2063 주소\u2063 :\u2063 제주시\u2063 중앙로58\u2063운영시간\u2063 :\u2063 09:00\u2063 –18:00\u2063\u2063\u2063', '#하나은행\u2063 ', '#돌담갤러리\u2063 는\u2063 ', '#하나은행제주금융센터\u2063 지하\u2063 1층에\u2063 \u2063위치해\u2063 있습니다.\u2063하나은행\u2063 제주금융센터의\u2063 겉모습만\u2063 보더라도\u2063 예술적인\u2063 디자인으로\u2063 되어있어\u2063다른\u2063 은행들과는\u2063 확연히\u2063 다른\u2063 것을\u2063 볼\u2063 수\u2063 있습니다.\u2063\u2063\u2063 \u2063하나은행\u2063 돌담갤러리는\u2063 전시\u2063 작품들이\u2063 주기적으로\u2063 바뀝니다.\u2063정말\u2063 다양한\u2063 주제의\u2063 작품들을\u2063 무료로\u2063 감상하실\u2063 수가\u2063 있습니다.\u2063보통\u2063 2주\u2063 정도에\u2063 한\u2063 번씩\u2063 전시되는\u2063 작품들이\u2063 바뀝니다.\u2063민화', '#제주원도심\u2063 ', '#내몸냥\u2063 ', '#도보에코투어\u2063 ', '#주간코스\u2063 ', '#하나은행돌담갤러리\u2063', '#제주원도심도보에코투어\u2063 ', '#제주여행\u2063 ', '#제주원도심여행\u2063\u2063총괄\u2063 기획:\u2063 ', '#조이이브이\u2063컨텐츠:\u2063 ', '#위니드제주\u2063디자인:\u2063 ', '#사우스바운드디자인\u2063협력:\u2063 ', '#제주도시재생지원센터\u2063 \u2063\u2063\u2063']"
"⁣⁣전기차⁣ 충전하며⁣ 즐기는⁣🎉제주원도심⁣ 내몸냥⁣ 도보에코투어🎉⁣ ⁣⁣#주간코스⁣ #제주책방⁣주소⁣ :⁣ 제주시⁣ 관덕로17길⁣ 27-1⁣운영시간⁣ :⁣ 12:00-20:00⁣⁣제주책방은⁣ 제주도⁣ 원도심을⁣ 산책할⁣ 때⁣ 잠깐⁣ 들려⁣ 책을⁣ 읽기⁣ 좋은⁣ 곳입니다.⁣제주책방은⁣ 제주시⁣ 원도심에서⁣ 무료로⁣ 책을⁣ 읽을⁣ 수⁣ 있는⁣ 곳입니다.⁣여행객들이⁣ 필수로⁣ 가는⁣ 동문시장에서⁣ 도보로⁣ 5분이면⁣ 갈⁣ 수⁣ 있고⁣산지천갤러리⁣ 바로⁣ 옆⁣ 골목에⁣ 위치해⁣ 있습니다.⁣⁣제주책방은⁣ 고씨⁣ 주택이라는⁣ 곳을⁣ 그대로⁣ 사용하고⁣ 있습니다.⁣#고씨주택⁣ 은⁣ 고용준이⁣ 지은⁣ 근대⁣ 건축물이며⁣ 제주의⁣ 전통⁣ 주택형태인⁣안거리와⁣ 밖거리,⁣ 그리고⁣ 문간거리까지⁣ 고스란히⁣ 남아⁣ 있는⁣ 곳입니다.⁣안거리가⁣ 제주사랑방으로⁣ 운영되고⁣ 있으며⁣ 밖거리가⁣ 제주책방으로⁣ 운영되고⁣ 있습니다.⁣제주책방은⁣ 현재⁣ 1시간까지만⁣ 이용이⁣ 가능합니다.⁣참고로⁣ 제주책방과⁣ 같이⁣ 운영되는⁣ 제주사랑방은⁣ 주민커뮤니티,⁣ 동호회,⁣취미모임⁣ 및⁣ 행사⁣ 운영⁣ 장소로⁣ 사용되고⁣ 있으며⁣ 대관문의는⁣#제주도시재생지원센터⁣ (064-727-0636)로⁣ 문의하면⁣ 됩니다.⁣⁣#제주원도심⁣ #내몸냥⁣ #도보에코투어⁣ #주간코스⁣ #제주책방⁣#제주원도심도보에코투어⁣ #제주여행⁣ #제주원도심여행⁣⁣총괄⁣ 기획:⁣ #조이이브이⁣ ⁣컨텐츠:⁣ #위니드제주⁣디자인:⁣ #사우스바운드디자인⁣협력:⁣ #제주도시재생지원센터⁣",2021-07-26,0,제주시 칠성로,"['#주간코스\u2063 ', '#제주책방\u2063주소\u2063 :\u2063 제주시\u2063 관덕로17길\u2063 27-1\u2063운영시간\u2063 :\u2063 12:00-20:00\u2063\u2063제주책방은\u2063 제주도\u2063 원도심을\u2063 산책할\u2063 때\u2063 잠깐\u2063 들려\u2063 책을\u2063 읽기\u2063 좋은\u2063 곳입니다.\u2063제주책방은\u2063 제주시\u2063 원도심에서\u2063 무료로\u2063 책을\u2063 읽을\u2063 수\u2063 있는\u2063 곳입니다.\u2063여행객들이\u2063 필수로\u2063 가는\u2063 동문시장에서\u2063 도보로\u2063 5분이면\u2063 갈\u2063 수\u2063 있고\u2063산지천갤러리\u2063 바로\u2063 옆\u2063 골목에\u2063 위치해\u2063 있습니다.\u2063\u2063제주책방은\u2063 고씨\u2063 주택이라는\u2063 곳을\u2063 그대로\u2063 사용하고\u2063 있습니다.\u2063', '#고씨주택\u2063 은\u2063 고용준이\u2063 지은\u2063 근대\u2063 건축물이며\u2063 제주의\u2063 전통\u2063 주택형태인\u2063안거리와\u2063 밖거리', '#제주도시재생지원센터\u2063 (064-727-0636)로\u2063 문의하면\u2063 됩니다.\u2063\u2063', '#제주원도심\u2063 ', '#내몸냥\u2063 ', '#도보에코투어\u2063 ', '#주간코스\u2063 ', '#제주책방\u2063', '#제주원도심도보에코투어\u2063 ', '#제주여행\u2063 ', '#제주원도심여행\u2063\u2063총괄\u2063 기획:\u2063 ', '#조이이브이\u2063 \u2063컨텐츠:\u2063 ', '#위니드제주\u2063디자인:\u2063 ', '#사우스바운드디자인\u2063협력:\u2063 ', '#제주도시재생지원센터\u2063']"
"⁣⁣전기차⁣ 충전하며⁣ 즐기는⁣ ⁣🎉제주원도심⁣ 내몸냥⁣ 도보에코투어🎉⁣⁣#주간코스⁣ #산지천갤러리⁣주소⁣ :⁣ 제주시⁣ 중앙로3길⁣ 36⁣운영시간⁣ :⁣ 화-금⁣ 10:00-18:00⁣ 마지막⁣ 입장시간⁣ 17시⁣휴관⁣ :⁣ 매주⁣ 월요일,⁣ 공휴일⁣⁣#산지천갤러리⁣ 는⁣ #산지천⁣ 에⁣ 위치해⁣ 있으며⁣예전⁣ 녹수장,⁣ 금성장이라⁣ 불리는⁣ 여관과⁣그⁣ 목욕탕⁣ 시설을⁣ 연결하여⁣ 만든⁣ 곳입니다.⁣전문⁣ 전시공간으로서⁣ 다양한⁣ 문화예술⁣ 콘텐츠를⁣ 제공함과⁣동시에⁣ 원도심⁣ 지역⁣ 활성화에⁣ 기여하는⁣ 곳입니다.⁣⁣옛⁣ 제주인의⁣ 삶과⁣ 문화가⁣ 기록된⁣ 사진작품이⁣ 전시되어⁣ 있고⁣제주의⁣ 문화를⁣ 간직한⁣ 다양한⁣ 사진작품들도⁣ 관람할⁣ 수⁣ 있습니다.⁣⁣#산지천갤러리⁣ 와⁣ #제주책방⁣ 이⁣ 바로⁣ 붙어⁣ 있기⁣ 때문에⁣이⁣ 두⁣ 곳을⁣ 한⁣ 번에⁣ 방문하시는⁣ 것을⁣ 추천⁣ 드립니다.⁣⁣#제주원도심⁣ #내몸냥⁣ #도보에코투어⁣ #주간코스⁣ #산지천갤러리⁣#제주원도심도보에코투어⁣ #제주여행⁣ #제주원도심여행⁣⁣총괄⁣ 기획:⁣ #조이이브이⁣ ⁣컨텐츠:⁣ #위니드제주⁣디자인:⁣ #사우스바운드디자인⁣협력:⁣ #제주도시재생지원센터⁣ ⁣",2021-07-26,0,산지천 갤러리,"['#주간코스\u2063 ', '#산지천갤러리\u2063주소\u2063 :\u2063 제주시\u2063 중앙로3길\u2063 36\u2063운영시간\u2063 :\u2063 화-금\u2063 10:00-18:00\u2063 마지막\u2063 입장시간\u2063 17시\u2063휴관\u2063 :\u2063 매주\u2063 월요일', '#산지천갤러리\u2063 는\u2063 ', '#산지천\u2063 에\u2063 위치해\u2063 있으며\u2063예전\u2063 녹수장', '#산지천갤러리\u2063 와\u2063 ', '#제주책방\u2063 이\u2063 바로\u2063 붙어\u2063 있기\u2063 때문에\u2063이\u2063 두\u2063 곳을\u2063 한\u2063 번에\u2063 방문하시는\u2063 것을\u2063 추천\u2063 드립니다.\u2063\u2063', '#제주원도심\u2063 ', '#내몸냥\u2063 ', '#도보에코투어\u2063 ', '#주간코스\u2063 ', '#산지천갤러리\u2063', '#제주원도심도보에코투어\u2063 ', '#제주여행\u2063 ', '#제주원도심여행\u2063\u2063총괄\u2063 기획:\u2063 ', '#조이이브이\u2063 \u2063컨텐츠:\u2063 ', '#위니드제주\u2063디자인:\u2063 ', '#사우스바운드디자인\u2063협력:\u2063 ', '#제주도시재생지원센터\u2063 \u2063']"
"⁣⁣전기차⁣ 충전하며⁣ 즐기는⁣🎉제주원도심⁣ 내몸냥⁣ 도보에코투어🎉⁣ ⁣⁣#주간코스⁣ #디앤디파트먼트제주⁣주소⁣ :⁣ 제주시⁣ 탑동로2길⁣ 3⁣운영시간⁣ :⁣ 11:00-19:00⁣휴일⁣ :⁣ 매월⁣ 마지막주⁣ 수요일⁣⁣#디앤디파트먼트제주⁣ 는⁣ 제주시⁣ 원도심에서⁣ 가장⁣ 핫한⁣ 포토존입니다.⁣ ⁣줄을⁣ 서서⁣ 사진을⁣ 찍을⁣ 정도로⁣ 인기가⁣ 많고⁣ 특히⁣ 제주관광객에게⁣ ⁣필수⁣ 사진⁣ 코스입니다.⁣#디앤디파트먼트⁣ 는⁣ 한때의⁣ 유행에⁣ 편승하지⁣ 않는⁣ 전통적⁣ 방법으로⁣오랫동안⁣ 만들어지고⁣ 사용되어⁣ 온⁣ 상품을⁣ 소개하고⁣ 판매하는⁣ 곳입니다.⁣제주에서⁣ 옛날부터⁣ 사용되고⁣ 있는⁣ 상품을⁣ 발굴하고⁣ 판매함으로써⁣상품의⁣ 기술과⁣ 매력,⁣ 역사와⁣ 생산자를⁣ 함께⁣ 소개해줍니다.⁣독특하고⁣ 다양한⁣ 업사이클링⁣ 제품과⁣ 디앤디파트먼트제주만의⁣제품이⁣ 있으니⁣ 한번⁣ 방문해보시기⁣ 바랍니다.⁣⁣⁣ ⁣#제주원도심⁣ #내몸냥⁣ #도보에코투어⁣ #주간코스⁣ #디앤디파트먼트제주⁣#제주원도심도보에코투어⁣ #제주여행⁣ #제주원도심여행⁣⁣총괄⁣ 기획:⁣ #조이이브이⁣컨텐츠:⁣ #위니드제주⁣디자인:⁣ #사우스바운드디자인⁣협력:⁣ #제주도시재생지원센터⁣",2021-07-26,0,디앤디파트먼트 제주,"['#주간코스\u2063 ', '#디앤디파트먼트제주\u2063주소\u2063 :\u2063 제주시\u2063 탑동로2길\u2063 3\u2063운영시간\u2063 :\u2063 11:00-19:00\u2063휴일\u2063 :\u2063 매월\u2063 마지막주\u2063 수요일\u2063\u2063', '#디앤디파트먼트제주\u2063 는\u2063 제주시\u2063 원도심에서\u2063 가장\u2063 핫한\u2063 포토존입니다.\u2063 \u2063줄을\u2063 서서\u2063 사진을\u2063 찍을\u2063 정도로\u2063 인기가\u2063 많고\u2063 특히\u2063 제주관광객에게\u2063 \u2063필수\u2063 사진\u2063 코스입니다.\u2063', '#디앤디파트먼트\u2063 는\u2063 한때의\u2063 유행에\u2063 편승하지\u2063 않는\u2063 전통적\u2063 방법으로\u2063오랫동안\u2063 만들어지고\u2063 사용되어\u2063 온\u2063 상품을\u2063 소개하고\u2063 판매하는\u2063 곳입니다.\u2063제주에서\u2063 옛날부터\u2063 사용되고\u2063 있는\u2063 상품을\u2063 발굴하고\u2063 판매함으로써\u2063상품의\u2063 기술과\u2063 매력', '#제주원도심\u2063 ', '#내몸냥\u2063 ', '#도보에코투어\u2063 ', '#주간코스\u2063 ', '#디앤디파트먼트제주\u2063', '#제주원도심도보에코투어\u2063 ', '#제주여행\u2063 ', '#제주원도심여행\u2063\u2063총괄\u2063 기획:\u2063 ', '#조이이브이\u2063컨텐츠:\u2063 ', '#위니드제주\u2063디자인:\u2063 ', '#사우스바운드디자인\u2063협력:\u2063 ', '#제주도시재생지원센터\u2063']"
⁣전기차⁣ 충전하며⁣ 즐기는⁣🎉제주원도심⁣ 내몸냥⁣ 도보에코투어⁣ 실험🎉⁣ ⁣⁣이⁣ 설문조사는⁣ 제주도시재생지원센터의⁣‘2021년⁣ 도시재생·사회적경제⁣ 콘텐츠⁣ 리빙랩⁣ 프로젝트’의⁣ 일환으로⁣‘조이이브이’와⁣ 여행사⁣ ‘위니드제주’가⁣ 2021년⁣ 5월⁣ 10일⁣ ~⁣ 20일까지⁣제주도내에서⁣ 전기차를⁣ 사용해⁣ 본⁣ 경험이⁣ 있거나⁣ 경험을⁣ 원하는⁣전국⁣ 성인⁣ 남·여⁣ 110명을⁣ 대상으로⁣ 진행하였습니다.⁣⁣이⁣ 설문⁣ 조사를⁣ 바탕으로⁣ #조이이브이⁣ 는⁣ ⁣#전기차⁣ 를⁣ 활용한⁣ #제주원도심⁣ 활성화를⁣ 위한⁣ 프로젝트를⁣ 진행하려⁣ 합니다.⁣⁣⁣ ⁣⁣#제주원도심⁣ #내몸냥⁣ #도보에코투어⁣⁣⁣총괄⁣ :⁣ #조이이브이⁣컨텐츠:⁣ #위니드제주⁣디자인 #사우스바운드디자인⁣#제주도시재생지원센터⁣,2021-07-23,0,제주도시재생지원센터,"['#조이이브이\u2063 는\u2063 \u2063', '#전기차\u2063 를\u2063 활용한\u2063 ', '#제주원도심\u2063 활성화를\u2063 위한\u2063 프로젝트를\u2063 진행하려\u2063 합니다.\u2063\u2063\u2063 \u2063\u2063', '#제주원도심\u2063 ', '#내몸냥\u2063 ', '#도보에코투어\u2063\u2063\u2063총괄\u2063 :\u2063 ', '#조이이브이\u2063컨텐츠:\u2063 ', '#위니드제주\u2063디자인 ', '#사우스바운드디자인\u2063', '#제주도시재생지원센터\u2063']"
⁣전기차⁣ 충전하며⁣ 즐기는⁣🎉제주원도심⁣ 내몸냥⁣ 도보에코투어⁣ 실험🎉⁣ ⁣⁣이⁣ 설문조사는⁣ 제주도시재생지원센터의⁣‘2021년⁣ 도시재생·사회적경제⁣ 콘텐츠⁣ 리빙랩⁣ 프로젝트’의⁣ 일환으로⁣‘조이이브이’와⁣ 여행사⁣ ‘위니드제주’가⁣ 2021년⁣ 5월⁣ 10일⁣ ~⁣ 20일까지⁣제주도내에서⁣ 전기차를⁣ 사용해⁣ 본⁣ 경험이⁣ 있거나⁣ 경험을⁣ 원하는⁣전국⁣ 성인⁣ 남·여⁣ 110명을⁣ 대상으로⁣ 진행하였습니다.⁣⁣이⁣ 설문⁣ 조사를⁣ 바탕으로⁣ #조이이브이⁣ 는⁣ ⁣#전기차⁣ 를⁣ 활용한⁣ #제주원도심⁣ 활성화를⁣ 위한⁣ 프로젝트를⁣ 진행하려⁣ 합니다.⁣⁣⁣ ⁣⁣#제주원도심⁣ #내몸냥⁣ #도보에코투어⁣⁣⁣총괄⁣ :⁣ #조이이브이⁣컨텐츠:⁣ #위니드제주⁣디자인 #사우스바운드디자인⁣#제주도시재생지원센터⁣,2021-07-23,0,제주도시재생지원센터,"['#조이이브이\u2063 는\u2063 \u2063', '#전기차\u2063 를\u2063 활용한\u2063 ', '#제주원도심\u2063 활성화를\u2063 위한\u2063 프로젝트를\u2063 진행하려\u2063 합니다.\u2063\u2063\u2063 \u2063\u2063', '#제주원도심\u2063 ', '#내몸냥\u2063 ', '#도보에코투어\u2063\u2063\u2063총괄\u2063 :\u2063 ', '#조이이브이\u2063컨텐츠:\u2063 ', '#위니드제주\u2063디자인 ', '#사우스바운드디자인\u2063', '#제주도시재생지원센터\u2063']"
⁣전기차⁣ 충전하며⁣ 즐기는⁣🎉제주원도심⁣ 내몸냥⁣ 도보에코투어⁣ 실험🎉⁣ ⁣⁣이⁣ 설문조사는⁣ 제주도시재생지원센터의⁣‘2021년⁣ 도시재생·사회적경제⁣ 콘텐츠⁣ 리빙랩⁣ 프로젝트’의⁣ 일환으로⁣‘조이이브이’와⁣ 여행사⁣ ‘위니드제주’가⁣ 2021년⁣ 5월⁣ 10일⁣ ~⁣ 20일까지⁣제주도내에서⁣ 전기차를⁣ 사용해⁣ 본⁣ 경험이⁣ 있거나⁣ 경험을⁣ 원하는⁣전국⁣ 성인⁣ 남·여⁣ 110명을⁣ 대상으로⁣ 진행하였습니다.⁣⁣이⁣ 설문⁣ 조사를⁣ 바탕으로⁣ #조이이브이⁣ 는⁣ ⁣#전기차⁣ 를⁣ 활용한⁣ #제주원도심⁣ 활성화를⁣ 위한⁣ 프로젝트를⁣ 진행하려⁣ 합니다.⁣⁣⁣ ⁣⁣#제주원도심⁣ #내몸냥⁣ #도보에코투어⁣⁣⁣총괄⁣ :⁣ #조이이브이⁣컨텐츠:⁣ #위니드제주⁣디자인 #사우스바운드디자인⁣#제주도시재생지원센터⁣,2021-07-23,0,제주도시재생지원센터,"['#조이이브이\u2063 는\u2063 \u2063', '#전기차\u2063 를\u2063 활용한\u2063 ', '#제주원도심\u2063 활성화를\u2063 위한\u2063 프로젝트를\u2063 진행하려\u2063 합니다.\u2063\u2063\u2063 \u2063\u2063', '#제주원도심\u2063 ', '#내몸냥\u2063 ', '#도보에코투어\u2063\u2063\u2063총괄\u2063 :\u2063 ', '#조이이브이\u2063컨텐츠:\u2063 ', '#위니드제주\u2063디자인 ', '#사우스바운드디자인\u2063', '#제주도시재생지원센터\u2063']"
더블노블 전기차 라이프전기차 매력에 푹 빠져버렸지 뭡니까 😏😏..#골프장 #가는길 #전기차 #현대차 #아이오닉5 #현대아이오닉5 #전기차충전 #충전 #충전소 #왕복 #300km #전기세 #15000원 #이정도면 #핵이득 #아이오닉5롱레인지 #패닝샷 #자동차 #차스타그램 #자동차스타그램 #드라이브 #드라이브코스 #골프스타그램,2021-07-26,0,전기차 충전소,"['#골프장 ', '#가는길 ', '#전기차 ', '#현대차 ', '#아이오닉5 ', '#현대아이오닉5 ', '#전기차충전 ', '#충전 ', '#충전소 ', '#왕복 ', '#300km ', '#전기세 ', '#15000원 ', '#이정도면 ', '#핵이득 ', '#아이오닉5롱레인지 ', '#패닝샷 ', '#자동차 ', '#차스타그램 ', '#자동차스타그램 ', '#드라이브 ', '#드라이브코스 ', '#골프스타그램']"
